# Likely CC-terminated encoded text payloads; no TBL applied.
# offset	length	raw bytes	placeholder rendering
0x01CC57	005D	C9 C6 C3 C0 BE BB B8 B6 B3 B1 AE AC AA A7 A5 A3 A1 9F 9D 9B 99 97 95 93 92 90 8F 8D 8C 8A 89 88 87 86 85 84 83 83 82 81 81 81 81 81 81 81 81 81 81 81 81 81 81 81 82 83 83 84 85 86 87 88 89 8A 8C 8D 8F 90 92 93 95 97 99 9B 9D 9F A1 A3 A5 A7 AA AC AE B1 B3 B6 B8 BB BE C0 C3 C6 C9	<C9><C6><C3><C0><BE><BB><B8><B6><B3><B1><AE><AC><AA><A7><A5><A3><A1><9F><9D><9B><99><97><95><93><92><90><8F><8D><8C><8A><89><88><87><86><85><84><83><83><82><81><81><81><81><81><81><81><81><81><81><81><81><81><81><81><82><83><83><84><85><86><87><88><89><8A><8C><8D><8F><90><92><93><95><97><99><9B><9D><9F><A1><A3><A5><A7><AA><AC><AE><B1><B3><B6><B8><BB><BE><C0><C3><C6><C9>
0x06C830	0100	54 CD 49 64 67 20 45 00 46 4D 3C 4A 61 46 3C 53 0A 00 CD 0E 3D 5D D4 54 6E 40 73 D5 53 81 2A 61 5D 20 49 64 67 CD 45 00 46 4D 3C 63 3C 3D 80 52 67 20 81 41 3C 4D 4F D1 81 46 53 4E 3D 45 68 53 80 52 54 20 59 4A 81 33 0A CD 80 26 54 20 E0 00 67 45 00 45 52 14 CD D4 54 6E 40 73 D5 50 20 80 BD 67 44 45 64 4D 46 59 3D CD 45 3B 20 81 30 42 7E 7E 7E DE D7 CD 3B 7E 7E 7E 3C 4A 4A 4A 7E 7E 7E 1F C0 D7 E0 0F 0E 7E 0E 3D 5D 59 0A 20 44 46 00 7E 7E 7E CD C9 28 C2 00 42 68 CD 66 46 50 40 59 66 07 20 80 BD 50 80 1E 6E 4D 42 64 DE D7 49 3D 0A 20 44 64 67 66 4A 46 4D 3F 44 3D CD C3 02 D4 61 3C 4E D5 C3 00 0A CD 44 64 00 3B 64 14 20 82 11 3C 80 3B 67 80 63 42 53 5D CD 80 9C 50 4F 63 0A 65 3D 1F DE D7 20 C2 00 54 CD C3 02 20 D4 61 3C 4E D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	T<CD>Idg E<00>FM<JaF<S<0A><00><CD><0E>=]<D4>Tn@s<D5>S<81>*a] Idg<CD>E<00>FM<c<=<80>Rg <81>A<MO<D1><81>FSN=EhS<80>RT YJ<81>3<0A><CD><80>&T <E0><00>gE<00>ER<14><CD><D4>Tn@s<D5>P <80><BD>gDEdMFY=<CD>E; <81>0B~~~<DE><D7><CD>;~~~<JJJ~~~<1F><C0><D7><E0><0F><0E>~<0E>=]Y<0A> DF<00>~~~<CD><C9>(<C2><00>Bh<CD>fFP@Yf<07> <80><BD>P<80><1E>nMBd<DE><D7>I=<0A> DdgfJFM?D=<CD><C3><02><D4>a<N<D5><C3><00><0A><CD>Dd<00>;d<14> <82><11><<80>;g<80>cBS]<CD><80><9C>POc<0A>e=<1F><DE><D7> <C2><00>T<CD><C3><02> <D4>a<N<D5><C3><00>g <80>6P<80>1dJ}
0x06E4E8	0049	80 31 62 44 5A CD 81 37 6E 4D 3F 63 53 0A D1 44 53 80 79 80 A4 53 80 1C 53 20 C3 02 81 2D 41 59 5D 53 C3 00 67 CD 81 C9 64 45 6E 4D 54 20 42 64 51 0A 65 3D 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 5E 4F 44 6E 4A 3C	<80>1bDZ<CD><81>7nM?cS<0A><D1>DS<80>y<80><A4>S<80><1C>S <C3><02><81>-AY]S<C3><00>g<CD><81><C9>dEnMT BdQ<0A>e=@<0F><CD> ?^G<<04><80>l<0D>G<CD> ^ODnJ<
0x06EE1F	0100	40 4F 0F D1 E0 08 3C 7E 82 2A 3C 80 8F 6E 4D 81 10 3D 53 54 7E 7E 7E CD C9 3C DC 07 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E CD C9 1E 7E 7E 7E 14 7E C9 1E DC 00 14 40 50 46 4D 63 0A 65 3D 6E 7D DE D7 CD 68 6E 0F C9 1E 4F 68 0A 20 3F 80 01 54 6E 7D C0 D7 E0 08 3B 5E 46 3C 81 2A 5C 6E 7D CD C9 1E 3F 80 01 40 61 20 80 BD 50 82 2A 3C 80 8F 80 54 48 4D 5E 63 CD 58 68 4E 50 58 68 4E 50 20 82 2A 3C 40 61 4F 6E 7D C0 D7 E0 08 55 D4 73 D5 6E 20 3F 5A 49 64 46 59 46 4A 6E 7D CD 4A 46 40 50 20 82 2A 3C 80 8F 80 54 59 46 4A 3B 6E 7D CD 81 3C 14 40 62 54 20 3F 80 9A 43 67 D4 73 D5 6E D1 4F 68 0D 5D 20 3F 80 52 46 46 59 47 40 61 CD 5F 63 46 4D 42 0A 45 3C 6E 7D CD 20 81 46 4A 4B 53 20 80 8F 81 1F 54 4F 68 0A 7D 0F CD 20 81 3E 54 20 0A 59 6E 4D 80 54 53 00 47 53 45	@O<0F><D1><E0><08><~<82>*<<80><8F>nM<81><10>=ST~~~<CD><C9><<DC><07>~~~~~~~~~~~~~~~~<CD><C9><1E>~~~<14>~<C9><1E><DC><00><14>@PFMc<0A>e=n}<DE><D7><CD>hn<0F><C9><1E>Oh<0A> ?<80><01>Tn}<C0><D7><E0><08>;^F<<81>*\n}<CD><C9><1E>?<80><01>@a <80><BD>P<82>*<<80><8F><80>THM^c<CD>XhNPXhNP <82>*<@aOn}<C0><D7><E0><08>U<D4>s<D5>n ?ZIdFYFJn}<CD>JF@P <82>*<<80><8F><80>TYFJ;n}<CD><81><<14>@bT ?<80><9A>Cg<D4>s<D5>n<D1>Oh<0D>] ?<80>RFFYG@a<CD>_cFMB<0A>E<n}<CD> <81>FJKS <80><8F><81><1F>TOh<0A>}<0F><CD> <81>>T <0A>YnM<80>TS<00>GSE
0x06F92D	000A	20 20 20 D4 65 44 44 80 99 D5	   <D4>eDD<80><99><D5>
0x06F955	000C	20 D4 44 6E 40 73 D5 45 68 53 80 55	 <D4>Dn@s<D5>EhS<80>U
0x06F962	000D	20 D4 47 4D 61 D5 3F 14 45 68 53 80 55	 <D4>GMa<D5>?<14>EhS<80>U
0x06F979	000A	20 20 D4 40 73 63 D5 53 80 55	  <D4>@sc<D5>S<80>U
0x06F98E	000C	20 20 80 A5 80 A6 80 A7 80 31 80 A8	  <80><A5><80><A6><80><A7><80>1<80><A8>
0x06F9A5	000C	20 20 D4 65 44 44 80 99 D5 53 80 A9	  <D4>eDD<80><99><D5>S<80><A9>
0x06F9B2	000E	20 D4 56 61 18 53 80 AA 80 AB D5 53 80 55	 <D4>Va<18>S<80><AA><80><AB><D5>S<80>U
0x06F9C1	000B	20 20 80 AC 80 AD 45 68 53 80 55	  <80><AC><80><AD>EhS<80>U
0x06F9DC	000A	20 20 0E 3D 42 4C 80 31 80 A8	  <0E>=BL<80>1<80><A8>
0x06F9EF	000F	20 D4 54 6E 40 73 80 B0 80 65 80 31 80 A8 D5	 <D4>Tn@s<80><B0><80>e<80>1<80><A8><D5>
0x06FA08	000D	20 D4 4E 65 6E 44 80 B1 80 B2 80 18 D5	 <D4>NenD<80><B1><80><B2><80><18><D5>
0x06FA33	000C	20 20 80 B7 3C 53 80 5D 80 31 80 A8	  <80><B7><S<80>]<80>1<80><A8>
0x06FA54	000C	20 80 B8 80 B9 5E 46 41 80 31 80 A8	 <80><B8><80><B9>^FA<80>1<80><A8>
0x06FA73	000A	20 20 20 20 80 65 80 A5 80 A0	    <80>e<80><A5><80><A0>
0x06FA7E	000A	20 20 20 20 80 87 80 04 80 BC	    <80><87><80><04><80><BC>
0x06FA89	000C	20 20 80 87 80 04 80 BC 80 31 80 A8	  <80><87><80><04><80><BC><80>1<80><A8>
0x06FA96	000C	20 04 80 BD 80 BE 80 BF 53 3F 80 C0	 <04><80><BD><80><BE><80><BF>S?<80><C0>
0x06FAA3	000A	20 20 50 66 4E 62 80 C1 80 18	  PfNb<80><C1><80><18>
0x06FAB8	000A	20 20 20 80 C4 80 C5 53 80 81	   <80><C4><80><C5>S<80><81>
0x06FAC3	000A	20 20 20 80 81 80 82 53 80 55	   <80><81><80><82>S<80>U
0x06FAD7	000A	20 20 41 4E 3D 80 AD 53 80 55	  AN=<80><AD>S<80>U
0x06FAEB	0010	20 D4 14 3C 3F 80 39 80 3A 80 3B 80 31 80 A8 D5	 <D4><14><?<80>9<80>:<80>;<80>1<80><A8><D5>
0x06FAFC	000E	20 20 20 D4 14 3C 3F 80 39 80 3A 80 3B D5	   <D4><14><?<80>9<80>:<80>;<D5>
0x06FB0B	000D	20 20 20 80 39 80 3A 80 3B 80 82 80 A0	   <80>9<80>:<80>;<80><82><80><A0>
0x06FB2C	000C	20 20 80 39 80 3A 80 9F 80 27 80 A0	  <80>9<80>:<80><9F><80>'<80><A0>
0x06FB39	000C	20 20 80 CD 80 C4 80 39 80 3A 80 3B	  <80><CD><80><C4><80>9<80>:<80>;
0x06FB67	000A	20 20 80 CD 80 C4 53 3C 62 3E	  <80><CD><80><C4>S<b>
0x06FB7A	000E	20 20 80 65 80 CF 80 27 80 D0 80 0D 80 84	  <80>e<80><CF><80>'<80><D0><80><0D><80><84>
0x06FB89	000C	80 7F 53 80 80 53 4F 68 0D 5D 80 A4	<80><7F>S<80><80>SOh<0D>]<80><A4>
0x06FBA0	000C	20 20 80 99 80 82 80 D1 80 D2 80 D3	  <80><99><80><82><80><D1><80><D2><80><D3>
0x06FBD4	0012	D4 54 6E 40 73 80 D5 80 1A 80 B0 80 65 80 31 80 A8 D5	<D4>Tn@s<80><D5><80><1A><80><B0><80>e<80>1<80><A8><D5>
0x06FBE7	000F	20 D4 54 6E 40 73 80 D5 80 1A 80 B0 80 65 D5	 <D4>Tn@s<80><D5><80><1A><80><B0><80>e<D5>
0x06FC01	000F	20 D4 54 6E 40 73 80 0A 80 6E 80 31 80 A8 D5	 <D4>Tn@s<80><0A><80>n<80>1<80><A8><D5>
0x06FC11	000C	20 20 D4 54 6E 40 73 80 0A 80 6E D5	  <D4>Tn@s<80><0A><80>n<D5>
0x06FC37	000C	20 20 80 A6 80 A7 80 8B 80 23 80 A0	  <80><A6><80><A7><80><8B><80>#<80><A0>
0x06FC4E	000A	20 20 40 68 41 68 80 79 80 A4	  @hAh<80>y<80><A4>
0x06FC9A	0010	20 80 9C 46 3C 80 59 80 D9 80 DA 80 DB 80 A0 20	 <80><9C>F<<80>Y<80><D9><80><DA><80><DB><80><A0> 
0x06FCAB	000A	20 20 20 D4 41 61 61 80 6B D5	   <D4>Aaa<80>k<D5>
0x06FCB6	000A	20 20 D4 46 71 44 61 80 6B D5	  <D4>FqDa<80>k<D5>
0x06FCC1	000D	D4 46 71 44 61 80 6B D5 55 4F 68 80 3B	<D4>FqDa<80>k<D5>UOh<80>;
0x06FCCF	000F	20 D4 46 71 44 61 80 6B 80 39 80 3A 80 A0 D5	 <D4>FqDa<80>k<80>9<80>:<80><A0><D5>
0x06FCDF	000F	20 D4 46 71 44 61 80 6B 80 B3 80 B4 80 A0 D5	 <D4>FqDa<80>k<80><B3><80><B4><80><A0><D5>
0x06FCFF	000D	20 20 D4 5C 4A 63 3B 3C 3B 68 80 DF D5	  <D4>\Jc;<;h<80><DF><D5>
0x06FD0D	0010	20 20 D4 46 71 44 61 80 6B 80 69 80 6A 80 C2 D5	  <D4>FqDa<80>k<80>i<80>j<80><C2><D5>
0x06FD1E	000F	20 D4 54 6E 40 73 80 69 80 6A 80 0A 80 6E D5	 <D4>Tn@s<80>i<80>j<80><0A><80>n<D5>
0x06FD38	000C	20 20 80 E1 80 AB 80 E2 80 E3 80 3B	  <80><E1><80><AB><80><E2><80><E3><80>;
0x06FD45	000E	D4 3E 64 17 73 4A 73 80 67 80 32 80 A0 D5	<D4>>d<17>sJs<80>g<80>2<80><A0><D5>
0x06FD64	000C	20 20 D4 00 4E 73 D5 53 80 79 80 A4	  <D4><00>Ns<D5>S<80>y<80><A4>
0x06FD89	000F	20 80 69 80 6A 80 0A 80 6E 80 1C 80 E6 80 79	 <80>i<80>j<80><0A><80>n<80><1C><80><E6><80>y
0x06FDE0	001C	D7 20 42 07 64 4A 80 4A 0D CD 20 80 5F 00 20 56 45 00 64 4D 3C 63 7E 7E 7E 1F D2 C8	<D7> B<07>dJ<80>J<0D><CD> <80>_<00> VE<00>dM<c~~~<1F><D2><C8>
0x078CA2	0100	14 80 55 53 80 32 00 CD 80 09 80 0A 4F 68 0D 47 60 7D DE D8 E0 02 3D 5B 7E 7E 7E C9 1E 80 CE 50 80 8F 67 4C 43 4A 44 4E 54 CD 58 5C 4D 5E 63 00 20 80 CE 54 80 4C 80 2F 53 80 27 80 14 67 CD 80 42 53 4A 5C 50 20 81 C6 80 6C 47 63 80 89 54 4F 3C D1 59 3B 20 48 6E 40 42 80 10 4A 68 0A 40 61 CD 80 CE 53 80 28 46 3C 20 80 27 80 14 80 8C 67 80 54 48 4D 5E 65 3D CD 44 64 00 20 4F 68 0A 40 66 40 63 40 0F D1 E0 08 7E 7E 7E 58 3F 20 C9 1E D4 61 6E 19 D5 0D 47 40 0F CD 4F 4C 40 46 3C 4F 3B 20 C9 1E 80 CE 20 81 6F 81 C7 53 44 65 CD D4 4E 61 68 1C 6E 4E 80 79 D5 50 80 31 6E 4D 4A 68 0D 47 60 D1 E0 02 4A 0A 53 D4 61 6E 19 D5 4E 54 20 66 43 00 4B 00 3D CD 44 64 54 20 44 3D 5E 6E 4D 80 08 3D 53 0A 1F C0 D8 E0 08 66 D4 73 73 73 73 73 73 73 73 73 73 73 73 D5 6E 7D 7D C9 1E C8	<14><80>US<80>2<00><CD><80><09><80><0A>Oh<0D>G`}<DE><D8><E0><02>=[~~~<C9><1E><80><CE>P<80><8F>gLCJDNT<CD>X\M^c<00> <80><CE>T<80>L<80>/S<80>'<80><14>g<CD><80>BSJ\P <81><C6><80>lGc<80><89>TO<<D1>Y; Hn@B<80><10>Jh<0A>@a<CD><80><CE>S<80>(F< <80>'<80><14><80><8C>g<80>THM^e=<CD>Dd<00> Oh<0A>@f@c@<0F><D1><E0><08>~~~X? <C9><1E><D4>an<19><D5><0D>G@<0F><CD>OL@F<O; <C9><1E><80><CE> <81>o<81><C7>SDe<CD><D4>Nah<1C>nN<80>y<D5>P<80>1nMJh<0D>G`<D1><E0><02>J<0A>S<D4>an<19><D5>NT fC<00>K<00>=<CD>DdT D=^nM<80><08>=S<0A><1F><C0><D8><E0><08>f<D4>ssssssssssss<D5>n}}<C9><1E><C8>
0x078E83	0100	D5 C3 00 67 46 4D 5E 64 14 CD E0 1A 67 45 61 50 60 42 80 08 3E 63 09 D1 4F 50 0F 45 6E 41 53 80 46 40 0F CD 81 1D 80 F1 20 44 53 80 F1 80 F2 67 3B 61 46 80 0B 6E 4D 3C 63 CD C3 02 D4 54 6E 40 73 D5 C3 00 53 20 80 15 80 16 80 98 45 CD D4 47 40 3D 4E D5 50 41 4A 68 0A 4E 45 D1 0A 00 20 80 27 80 14 54 80 46 53 80 F6 50 80 F9 6E 4D 44 49 CD 80 48 81 87 53 3B 63 5D 53 4F 68 0A 09 CD 80 42 80 6C 4F 09 20 5D 6E 4D 53 81 92 0A CD 3F 59 3E 5D 60 42 20 3F 18 3E 4D 3F 41 4F 45 3C D1 49 3D 49 3D 20 44 64 54 3F 59 3E 50 5E 65 3D CD C3 02 15 6E 42 62 D4 58 73 68 D5 C3 00 4E 81 10 6E 4D CD 80 43 41 4F 80 44 67 80 45 47 20 D4 61 6E 19 D5 0A CD 80 EA 40 20 80 F6 50 4A 4C 44 4E 5D 3B 63 0A 65 3D DE 20 C2 00 54 CD C3 02 20 15 6E 42 62 D4 58 73 68 D5 C3 00 67 20 5D 61 6E 4A 7D	<D5><C3><00>gFM^d<14><CD><E0><1A>gEaP`B<80><08>>c<09><D1>OP<0F>EnAS<80>F@<0F><CD><81><1D><80><F1> DS<80><F1><80><F2>g;aF<80><0B>nM<c<CD><C3><02><D4>Tn@s<D5><C3><00>S <80><15><80><16><80><98>E<CD><D4>G@=N<D5>PAJh<0A>NE<D1><0A><00> <80>'<80><14>T<80>FS<80><F6>P<80><F9>nMDI<CD><80>H<81><87>S;c]SOh<0A><09><CD><80>B<80>lO<09> ]nMS<81><92><0A><CD>?Y>]`B ?<18>>M?AOE<<D1>I=I= DdT?Y>P^e=<CD><C3><02><15>nBb<D4>Xsh<D5><C3><00>N<81><10>nM<CD><80>CAO<80>Dg<80>EG <D4>an<19><D5><0A><CD><80><EA>@ <80><F6>PJLDN];c<0A>e=<DE> <C2><00>T<CD><C3><02> <15>nBb<D4>Xsh<D5><C3><00>g ]anJ}
0x0790A8	0037	D0 80 EA 50 4C 3C 4D 20 81 0E 62 4A 3C 0F CD C9 28 20 80 27 80 14 53 44 4E CD 20 80 03 80 2B 53 44 4E CD 20 D4 65 18 6E 4E D5 53 44 4E CD 20 5E 6E 19 62 20 3C 3C 5E	<D0><80><EA>PL<M <81><0E>bJ<<0F><CD><C9>( <80>'<80><14>SDN<CD> <80><03><80>+SDN<CD> <D4>e<18>nN<D5>SDN<CD> ^n<19>b <<^
0x07A342	0100	7E 3B 20 C9 3C 50 66 4E 62 53 80 00 80 01 0A 43 0E 52 CD C9 1E 00 20 C9 1E 3C 4F 42 4F 6E 4B 59 6E 4A 68 0A 60 7D C0 D7 D4 40 D5 7E C9 1E D4 40 4E 62 73 51 D5 6B 6E 7D 7D 7D CD 0E 44 50 80 1E 6E 4D 4A 68 0A 3B 6E 7D CD 4E 4D 5D 20 80 E6 81 64 46 4A 68 0A 09 6D 6E 7D 7D D1 81 46 00 20 80 54 4C 43 4D 42 64 4A 53 40 0F CD 3B 62 00 4E 3D 7D CD 49 3D 0A 7D 80 EA 40 81 28 67 45 48 4D 42 64 7D DE D7 80 2D 4B 80 6D 00 20 3C 6E 19 3C 53 60 3D 0A 52 CD 50 5D 4C 53 81 3A 4F 3C 80 87 50 CD 59 4A 20 08 55 20 80 10 4D 42 64 7D C0 D7 44 64 54 20 44 53 3B 3C 0A CD D4 40 4E 62 73 51 D5 00 20 0E 44 40 61 40 CD 55 65 6E 4D 41 4A 68 0A CD 44 64 67 81 46 50 20 3F 81 28 4E 46 4D 3B 03 60 3D 7D D1 20 C2 00 54 CD C3 02 20 D4 1B 61 07 59 16 64 3C 0E D5 C3 00 67 20 3C 4A 0A 3C 4A 7D	~; <C9><PfNbS<80><00><80><01><0A>C<0E>R<CD><C9><1E><00> <C9><1E><OBOnKYnJh<0A>`}<C0><D7><D4>@<D5>~<C9><1E><D4>@NbsQ<D5>kn}}}<CD><0E>DP<80><1E>nMJh<0A>;n}<CD>NM] <80><E6><81>dFJh<0A><09>mn}}<D1><81>F<00> <80>TLCMBdJS@<0F><CD>;b<00>N=}<CD>I=<0A>}<80><EA>@<81>(gEHMBd}<DE><D7><80>-K<80>m<00> <n<19><S`=<0A>R<CD>P]LS<81>:O<<80><87>P<CD>YJ <08>U <80><10>MBd}<C0><D7>DdT DS;<<0A><CD><D4>@NbsQ<D5><00> <0E>D@a@<CD>UenMAJh<0A><CD>Ddg<81>FP ?<81>(NFM;<03>`=}<D1> <C2><00>T<CD><C3><02> <D4><1B>a<07>Y<16>d<<0E><D5><C3><00>g <J<0A><J}
0x07E7CA	0100	44 7E 7E 7E 53 7E 7E 7E 40 17 5D CD 44 7E 7E 7E 66 45 4F 7E 7E 7E 3C 7E 7E 7E 4E CD 7E 7E 3D 7E 46 7E 65 7E 45 00 7E 7E 6E 4D 1F C0 D7 7E 7E 7E 3B 3C 4A 7E 7E 7E 60 3D 0A CD 45 7E 45 3B 20 80 1E 44 3D 1F C0 D7 DC 04 7E 7E 7E 5D 3D D4 0A 5C D5 7E 7E 7E 0A CD D4 3E 52 63 01 73 D5 00 7E 7E 7E 4F 42 4F 6E 4A CD 0A 00 7E 7E 7E 59 50 3B 6E 4D 60 40 6E 4A D1 7E 7E 7E 0D 41 63 44 4E 4F 61 7E 7E 7E CD D4 47 42 61 6E 1B D5 4E 4F 63 20 D4 66 4A 46 D5 53 7E 7E 7E CD 40 43 61 0D 5D 7E 7E 7E 55 65 6E 4D 42 64 CD D4 41 5A D5 67 20 80 54 80 E9 64 63 D1 3B 4E 53 44 4E 54 7E 7E 7E 4A 53 5B CD C3 02 D4 61 47 42 D5 C3 00 45 59 53 7E 7E 7E 80 48 82 3B 67 CD 7E 7E 7E 4C 3C 0D 42 64 1F DC 00 C0 D7 20 C2 00 54 CD C3 02 20 D4 47 42 61 6E 1B D5 21 C3 00 67 20 80 36 50 80 31 64 4A 7D	D~~~S~~~@<17>]<CD>D~~~fEO~~~<~~~N<CD>~~=~F~e~E<00>~~nM<1F><C0><D7>~~~;<J~~~`=<0A><CD>E~E; <80><1E>D=<1F><C0><D7><DC><04>~~~]=<D4><0A>\<D5>~~~<0A><CD><D4>>Rc<01>s<D5><00>~~~OBOnJ<CD><0A><00>~~~YP;nM`@nJ<D1>~~~<0D>AcDNOa~~~<CD><D4>GBan<1B><D5>NOc <D4>fJF<D5>S~~~<CD>@Ca<0D>]~~~UenMBd<CD><D4>AZ<D5>g <80>T<80><E9>dc<D1>;NSDNT~~~JS[<CD><C3><02><D4>aGB<D5><C3><00>EYS~~~<80>H<82>;g<CD>~~~L<<0D>Bd<1F><DC><00><C0><D7> <C2><00>T<CD><C3><02> <D4>GBan<1B><D5>!<C3><00>g <80>6P<80>1dJ}
0x0882CF	007E	3B 63 68 0A 00 52 D1 49 44 50 80 99 80 82 00 20 C3 02 57 49 42 62 C3 00 67 CD 40 42 46 4D 3C 63 68 0A CD 4F 50 20 0E 3D 48 D4 66 3C 65 D5 53 81 06 45 CD 81 46 00 20 81 47 80 4E 50 80 08 6E 4D 42 64 1F C0 81 46 00 20 D4 65 44 44 80 99 D5 53 80 F8 80 62 67 CD 47 42 6E 4D 42 64 4A 68 0A 52 CD 0E 3D 5D 3B 62 00 4E 3D CD 81 46 54 20 80 BD 00 80 9C 46 5A 4F 81 35 81 26 0A 4F 3B 1F	;ch<0A><00>R<D1>IDP<80><99><80><82><00> <C3><02>WIBb<C3><00>g<CD>@BFM<ch<0A><CD>OP <0E>=H<D4>f<e<D5>S<81><06>E<CD><81>F<00> <81>G<80>NP<80><08>nMBd<1F><C0><81>F<00> <D4>eDD<80><99><D5>S<80><F8><80>bg<CD>GBnMBdJh<0A>R<CD><0E>=];b<00>N=<CD><81>FT <80><BD><00><80><9C>FZO<81>5<81>&<0A>O;<1F>
0x088FF4	0100	54 81 41 3C 4D 63 60 CD 46 40 46 C3 02 80 B3 80 B4 80 BC C3 00 50 54 20 80 1A 40 61 46 40 CD 80 1E 42 44 4E 00 0D 41 4F 3C 4E 3C 3D 46 4F 3B D1 3F 06 45 68 50 5D 20 81 02 81 03 00 3C 4D 52 CD C3 02 D4 40 73 63 D5 C3 00 6E 4D 80 00 80 01 4F 68 0A 43 0E 52 CD 0A 40 61 20 41 5A 53 80 89 80 2D 4B 54 66 40 63 60 CD 4F 68 4E 40 46 4D 3B 03 4A 3C 4F 3B 1F C0 D7 3E 0F C3 02 D4 40 73 63 D5 C3 00 67 81 0E 6E 4D 63 6E 4D 0F CD 49 3D 40 20 41 5A 5D D4 65 44 44 80 99 D5 53 80 46 4F 53 40 CD D4 40 73 63 D5 54 20 80 85 80 89 50 46 4D 4A 40 3C 0F CD 40 3B 45 68 67 20 44 59 61 48 4D 4F 3C 40 3C 0F D1 49 3D 0A 20 D4 40 73 63 D5 50 C3 02 4D 00 5A C3 00 67 80 38 42 40 61 CD 66 4A 46 4D 5D 61 3E 4F 3C 0A 65 3D 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 3F 44 4E 66 62 46 59 47	T<81>A<Mc`<CD>F@F<C3><02><80><B3><80><B4><80><BC><C3><00>PT <80><1A>@aF@<CD><80><1E>BDN<00><0D>AO<N<=FO;<D1>?<06>EhP] <81><02><81><03><00><MR<CD><C3><02><D4>@sc<D5><C3><00>nM<80><00><80><01>Oh<0A>C<0E>R<CD><0A>@a AZS<80><89><80>-KTf@c`<CD>OhN@FM;<03>J<O;<1F><C0><D7>><0F><C3><02><D4>@sc<D5><C3><00>g<81><0E>nMcnM<0F><CD>I=@ AZ]<D4>eDD<80><99><D5>S<80>FOS@<CD><D4>@sc<D5>T <80><85><80><89>PFMJ@<<0F><CD>@;Ehg DYaHMO<@<<0F><D1>I=<0A> <D4>@sc<D5>P<C3><02>M<00>Z<C3><00>g<80>8B@a<CD>fJFM]a>O<<0A>e=@<0F><CD> ?^G<<04><80>l<0D>G<CD> ?DNfbFYG
0x0890F5	00EA	D0 49 3D 40 7D 60 40 6E 4A 7D CD 47 02 50 80 38 42 40 61 20 4B 71 6E 4E 0A 43 CD 49 44 0D 20 81 1C 6E 4D 4D 42 64 C0 D7 7E 7E 7E 46 40 46 20 81 46 54 CD 5D 4B 5D 53 00 20 3C 6E 19 3C 53 60 3D 0A 52 CD 47 59 4F 3C 00 20 80 36 80 76 67 66 4A 48 63 60 3D CD 50 5D 4C 67 20 57 61 46 4D 42 64 4F 3C 40 0F C0 D0 7E 7E 7E 49 3D 40 CD 5E 6E 4E 20 D4 40 73 63 D5 4E 64 68 61 42 00 CD 4E 64 63 4E 80 7A 6E 4A 53 50 7E 7E 7E 1F C0 D7 45 6E 41 54 3B 41 61 5C 4A 00 CD D4 40 73 63 D5 4E 20 0E 3D 50 40 64 68 61 42 67 CD 4E 62 4A 3C 68 0A 7E 7E 7E D1 D4 40 73 63 D5 50 C3 02 4D 00 5A C3 00 67 80 38 42 40 61 CD 66 4A 46 4D 5D 61 3E 4F 3C 0A 65 3D 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 3F 44 4E 66 62 46 59 47	<D0>I=@}`@nJ}<CD>G<02>P<80>8B@a KqnN<0A>C<CD>ID<0D> <81><1C>nMMBd<C0><D7>~~~F@F <81>FT<CD>]K]S<00> <n<19><S`=<0A>R<CD>GYO<<00> <80>6<80>vgfJHc`=<CD>P]Lg WaFMBdO<@<0F><C0><D0>~~~I=@<CD>^nN <D4>@sc<D5>NdhaB<00><CD>NdcN<80>znJSP~~~<1F><C0><D7>EnAT;Aa\J<00><CD><D4>@sc<D5>N <0E>=P@dhaBg<CD>NbJ<h<0A>~~~<D1><D4>@sc<D5>P<C3><02>M<00>Z<C3><00>g<80>8B@a<CD>fJFM]a>O<<0A>e=@<0F><CD> ?^G<<04><80>l<0D>G<CD> ?DNfbFYG
