# Generated for the current Korean preview from menus, game-screen prompts, and dialogue drafts.
# Uses script-unused slots in the verified 0x80xx/0x81xx/0x82xx 16x16 source font pages.
# character	codepoint	code bytes	file offset	2bpp tile bytes
릴	U+B9B4	81 A6	0x56980	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 6F FF 6F FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
림	U+B9BC	81 A7	0x569C0	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF EF FF EF FF 2F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
마	U+B9C8	81 A8	0x56A00	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 63 FF 6F FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
막	U+B9C9	80 6F	0x51BC0	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF DF FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
만	U+B9CC	81 AA	0x56A80	FF FF FF FF FF E0 FF EE FF EE FF EE FF EE FF E0 FF FF FF FF FF DF FF DF FF DF FF C7 FF DF FF DF FF FF FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF DF FF DF FF FF FF FF FF 0F FF FF FF FF FF FF
많	U+B9CE	81 AB	0x56AC0	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF BF FF F6 FF F7 FF F6 FF F6 FF F0 FF FF FF FF FF FF FF 0F FF FF FF 0F FF 4F FF 0F FF FF FF FF FF FF
말	U+B9D0	81 AC	0x56B00	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 1F FF DF FF 1F FF FF FF 1F FF FF FF FF FF FF
맙	U+B9D9	80 70	0x51C00	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF DF FF FF FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF FF FF DF FF 1F FF DF FF 1F FF FF FF FF FF FF
망	U+B9DD	81 AD	0x56B40	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF DF FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
맞	U+B9DE	81 AE	0x56B80	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF DF FF FF FF F0 FF FC FF F9 FF E3 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 3F FF 8F FF FF FF FF FF FF
맡	U+B9E1	80 73	0x51CC0	FF FF FF FF FF E0 FF EE FF EE FF EE FF E0 FF FF FF FF FF FF FF FF FF FF FF C7 FF FF FF FF FF FF FF F0 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 3F FF FF FF 3F FF FF FF 3F FF FF FF FF FF FF
매	U+B9E4	80 75	0x51D40	FF FF FF FF FF E0 FF EE FF EE FF EE FF EE FF EE FF FF FF FF FF B7 FF B7 FF B7 FF B7 FF 87 FF B7 FF EE FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF B7 FF B7 FF B7 FF B7 FF B7 FF FF FF FF FF FF
머	U+BA38	81 AF	0x56BC0	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 0F FF 6F FF 6F FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
먼	U+BA3C	81 B0	0x56C00	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
멋	U+BA4B	80 79	0x51E40	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF 6F FF FF FF FF FF FE FF F8 FF F3 FF FF FF FF FF FF FF EF FF 7F FF 3F FF 8F FF E7 FF FF FF FF FF FF
멍	U+BA4D	81 B2	0x56C80	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF EF FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
메	U+BA54	81 B4	0x56D00	FF FF FF FF FF E0 FF EE FF EE FF EE FF EE FF EE FF FF FF FF FF D7 FF D7 FF D7 FF 17 FF D7 FF D7 FF EE FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
며	U+BA70	81 BC	0x56F00	FF FF FF FF FF E0 FF EF FF EF FF EF FF EF FF EF FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF 0F FF EF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
면	U+BA74	81 BD	0x56F40	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 0F FF 6F FF 6F FF 0F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
명	U+BA85	81 BE	0x56F80	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 0F FF 6F FF 0F FF 6F FF EF FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
모	U+BAA8	81 BF	0x56FC0	FF FF FF FF FF FF FF F8 FF FB FF FB FF FB FF FB FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF DF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 1F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
목	U+BAA9	81 C0	0x57000	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 0F FF EF FF EF FF 0F FF 7F FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
몫	U+BAAB	81 C1	0x57040	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 0F FF EF FF EF FF 0F FF 7F FF 07 FF FF FF F0 FF FE FF FE FF FE FF FF FF FF FF FF FF FF FF DF FF 9F FF 0F FF 6F FF FF FF FF FF FF
몰	U+BAB0	81 C2	0x57080	FF FF FF FF FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF 0F FF EF FF 0F FF 7F FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
몸	U+BAB8	81 C3	0x570C0	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 0F FF EF FF EF FF 0F FF 7F FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
못	U+BABB	81 C4	0x57100	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF DF FF DF FF 1F FF 7F FF 07 FF FF FF FF FF FE FF FD FF F3 FF FF FF FF FF FF FF FF FF 7F FF 3F FF 9F FF CF FF FF FF FF FF FF
무	U+BB34	81 C5	0x57140	FF FF FF FF FF F8 FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF 0F FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
문	U+BB38	81 D9	0x57640	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF DF FF DF FF 1F FF FF FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
물	U+BB3C	81 DB	0x576C0	FF FF FF FF FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 07 FF 7F FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
뭐	U+BB50	81 DD	0x57740	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF E0 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF EF FF 2F FF FD FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF EF FF 8F FF EF FF EF FF EF FF FF FF FF FF FF
뭔	U+BB54	81 DF	0x577C0	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF E0 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF EF FF 2F FF FD FF FD FF F9 FF FB FF F8 FF FF FF FF FF FF FF EF FF 8F FF EF FF FF FF 0F FF FF FF FF FF FF
미	U+BBF8	81 E0	0x57800	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 6F FF 6F FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
민	U+BBFC	80 1C	0x50700	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
바	U+BC14	81 E1	0x57840	FF FF FF FF FF EF FF EF FF EF FF E0 FF EF FF EF FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 63 FF 6F FF EF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
박	U+BC15	81 E2	0x57880	FF FF FF FF FF EE FF EE FF E0 FF EE FF EE FF E0 FF FF FF FF FF DF FF DF FF DF FF C7 FF DF FF DF FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
밖	U+BC16	81 E3	0x578C0	FF FF FF FF FF EE FF EE FF E0 FF EE FF EE FF E0 FF FF FF FF FF DF FF DF FF DF FF C7 FF DF FF DF FF FF FF F1 FF FD FF FD FF FD FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
반	U+BC18	81 E4	0x57900	FF FF FF FF FF EE FF EE FF E0 FF EE FF EE FF E0 FF FF FF FF FF DF FF DF FF DF FF C7 FF DF FF DF FF FF FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF DF FF DF FF FF FF FF FF 0F FF FF FF FF FF FF
받	U+BC1B	81 E5	0x57940	FF FF FF FF FF EE FF EE FF E0 FF EE FF EE FF E0 FF FF FF FF FF FF FF FF FF C7 FF FF FF FF FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF FF FF 3F FF FF FF FF FF 3F FF FF FF FF FF FF
발	U+BC1C	81 E7	0x579C0	FF FF FF FF FF EE FF EE FF E0 FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 1F FF DF FF 1F FF FF FF 1F FF FF FF FF FF FF
밝	U+BC1D	81 E8	0x57A00	FF FF FF FF FF EE FF EE FF E0 FF EE FF E0 FF FF FF FF FF FF FF DF FF DF FF C7 FF DF FF DF FF FF FF F0 FF FE FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF DF FF FF FF FF FF FF
방	U+BC29	81 E9	0x57A40	FF FF FF FF FF EE FF EE FF E0 FF EE FF EE FF E0 FF FF FF FF FF DF FF DF FF DF FF C7 FF DF FF DF FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
배	U+BC30	80 7A	0x51E80	FF FF FF FF FF EE FF EE FF EE FF E0 FF EE FF EE FF FF FF FF FF B7 FF B7 FF B7 FF B7 FF 87 FF B7 FF EE FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF B7 FF B7 FF B7 FF B7 FF B7 FF FF FF FF FF FF
버	U+BC84	81 EA	0x57A80	FF FF FF FF FF F7 FF F7 FF F7 FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 0F FF 6F FF 6F FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
번	U+BC88	81 EC	0x57B00	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF 0F FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
벌	U+BC8C	81 ED	0x57B40	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
법	U+BC95	81 EE	0x57B80	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF 6F FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
벨	U+BCA8	81 EF	0x57BC0	FF FF FF FF FF EE FF EE FF E0 FF EE FF E0 FF FF FF FF FF FF FF D7 FF D7 FF 17 FF D7 FF D7 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 07 FF F7 FF 07 FF FF FF 07 FF FF FF FF FF FF
벽	U+BCBD	81 F1	0x57C40	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 0F FF 6F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
변	U+BCC0	81 F3	0x57CC0	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 0F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
별	U+BCC4	81 F5	0x57D40	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 0F FF 6F FF 0F FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
보	U+BCF4	81 F9	0x57E40	FF FF FF FF FF FF FF FB FF FB FF F8 FF FB FF FB FF FF FF FF FF FF FF EF FF EF FF 0F FF EF FF EF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
복	U+BCF5	81 FA	0x57E80	FF FF FF FF FF FB FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF EF FF 0F FF EF FF 0F FF 7F FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
볼	U+BCFC	81 FC	0x57F00	FF FF FF FF FF FB FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF EF FF 0F FF EF FF 0F FF 7F FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF
봇	U+BD07	81 FD	0x57F40	FF FF FF FF FF FB FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF DF FF 1F FF DF FF 1F FF 7F FF 07 FF FF FF FF FF FE FF F9 FF F3 FF FF FF FF FF FF FF FF FF 7F FF 3F FF 9F FF CF FF FF FF FF FF FF
봐	U+BD10	80 7B	0x51EC0	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF AF FF AF FF 2F FF AF FF A3 FF 2F FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 0F FF EF FF EF FF FF FF FF FF FF
봤	U+BD24	80 7C	0x51F00	FF FF FF FF FF F7 FF F0 FF F7 FF F0 FF FD FF E0 FF FF FF FF FF AF FF 2F FF AF FF 23 FF EF FF 0F FF FF FF FD FF F9 FF F0 FF E7 FF FF FF FF FF FF FF EF FF DF FF DF FF AF FF 77 FF FF FF FF FF FF
부	U+BD80	81 FE	0x57F80	FF FF FF FF FF FB FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF 0F FF EF FF 0F FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
분	U+BD84	81 FF	0x57FC0	FF FF FF FF FF FB FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF DF FF DF FF 1F FF DF FF 1F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
불	U+BD88	82 02	0x60080	FF FF FF FF FF FB FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF 7F FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF
붙	U+BD99	80 7F	0x51FC0	FF FF FF FF FF FB FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF DF FF 1F FF DF FF 1F FF FF FF 07 FF FF FF F8 FF FB FF F8 FF FB FF F8 FF FF FF FF FF 7F FF 1F FF FF FF 1F FF FF FF 1F FF FF FF FF
비	U+BE44	82 08	0x60200	FF FF FF FF FF F7 FF F7 FF F7 FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 6F FF 6F FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF 6F FF EF FF EF FF EF FF FF FF FF FF FF
빈	U+BE48	82 0C	0x60300	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
빌	U+BE4C	80 80	0x52000	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
빛	U+BE5B	82 0E	0x60380	FF FF FF FF FF F7 FF F7 FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 7F FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF F8 FF FF FF F8 FF F3 FF FF FF FF FF FF FF 7F FF 1F FF FF FF BF FF CF FF FF FF FF FF FF
빠	U+BE60	82 0F	0x603C0	FF FF FF FF FF EA FF EA FF EA FF E2 FF EA FF EA FF FF FF FF FF AF FF AF FF AF FF 2F FF A3 FF AF FF EA FF E2 FF FF FF FF FF FF FF FF FF FF FF FF FF AF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
빨	U+BE68	82 10	0x60400	FF FF FF FF FF EA FF EA FF E2 FF EA FF E2 FF FF FF FF FF FF FF AF FF AF FF 27 FF AF FF 2F FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
빼	U+BE7C	80 81	0x52040	FF FF FF FF FF EA FF EA FF EA FF E2 FF EA FF EA FF FF FF FF FF 57 FF 57 FF 57 FF 57 FF 47 FF 57 FF EA FF E2 FF FF FF FF FF FF FF FF FF FF FF FF FF 57 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
뻐	U+BED0	82 12	0x60480	FF FF FF FF FF EA FF EA FF EA FF E2 FF EA FF EA FF FF FF FF FF AF FF AF FF AF FF 0F FF AF FF AF FF EA FF E2 FF FF FF FF FF FF FF FF FF FF FF FF FF AF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
뻔	U+BED4	82 13	0x604C0	FF FF FF FF FF EA FF EA FF E2 FF EA FF EA FF E2 FF FF FF FF FF AF FF AF FF 0F FF AF FF AF FF 2F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
뿐	U+BFD0	80 82	0x52080	FF FF FF FF FF F6 FF F6 FF F0 FF F6 FF F0 FF FF FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 0F FF FF FF E0 FF FF FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 07 FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
쁘	U+C058	82 14	0x60500	FF FF FF FF FF FF FF F6 FF F6 FF F0 FF F6 FF F6 FF FF FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 6F FF F0 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
쁜	U+C05C	82 15	0x60540	FF FF FF FF FF F6 FF F6 FF F0 FF F6 FF F0 FF FF FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF 0F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
사	U+C0AC	82 16	0x60580	FF FF FF FF FF FD FF FD FF FD FF F8 FF F8 FF F2 FF FF FF FF FF EF FF EF FF EF FF EF FF E3 FF 6F FF E7 FF EF FF FF FF FF FF FF FF FF FF FF FF FF FF 2F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
삭	U+C0AD	82 18	0x60600	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF EF FF E7 FF 6F FF 6F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
산	U+C0B0	80 1E	0x50780	FF FF FF FF FF FD FF FD FF FD FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF EF FF E7 FF 6F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
살	U+C0B4	82 19	0x60640	FF FF FF FF FF FD FF FD FF F8 FF F2 FF E7 FF FF FF FF FF FF FF EF FF EF FF E7 FF EF FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
삿	U+C0BF	82 1A	0x60680	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF EF FF E7 FF 6F FF 6F FF FF FF FE FF FE FF F8 FF F3 FF FF FF FF FF FF FF EF FF FF FF 7F FF 9F FF CF FF FF FF FF FF FF
상	U+C0C1	82 1B	0x606C0	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF EF FF E7 FF 6F FF 6F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF EF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
새	U+C0C8	82 1C	0x60700	FF FF FF FF FF FD FF FD FF FD FF FD FF F8 FF F8 FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF C7 FF F6 FF EF FF FF FF FF FF FF FF FF FF FF FF FF FF 57 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
생	U+C0DD	82 1E	0x60780	FF FF FF FF FF FB FF FB FF FB FF F1 FF E4 FF EE FF FF FF FF FF AF FF AF FF AF FF 8F FF AF FF AF FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
서	U+C11C	82 1F	0x607C0	FF FF FF FF FF FD FF FD FF FD FF F9 FF F8 FF F2 FF FF FF FF FF EF FF EF FF EF FF 8F FF EF FF EF FF E7 FF EF FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
석	U+C11D	82 21	0x60840	FF FF FF FF FF FD FF FD FF F9 FF F8 FF E6 FF E7 FF FF FF FF FF EF FF EF FF 0F FF EF FF 6F FF 6F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
선	U+C120	82 22	0x60880	FF FF FF FF FF FD FF FD FF FD FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF 0F FF EF FF EF FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
설	U+C124	82 23	0x608C0	FF FF FF FF FF FD FF FD FF F8 FF F0 FF E6 FF FF FF FF FF FF FF EF FF EF FF 0F FF 6F FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
섬	U+C12C	80 21	0x50840	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF 0F FF EF FF EF FF 6F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
성	U+C131	82 24	0x60900	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF 0F FF EF FF EF FF 6F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
세	U+C138	82 25	0x60940	FF FF FF FF FF FB FF FB FF FB FF FA FF F1 FF F5 FF FF FF FF FF AF FF AF FF AF FF 2F FF AF FF AF FF F4 FF EE FF FF FF FF FF FF FF FF FF FF FF FF FF AF FF AF FF AF FF AF FF AF FF FF FF FF FF FF
